Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Nonalcoholic beverages,3,2020,2020,Lower bound of prediction interval,-1
Nonalcoholic beverages,3,2020,2020,Mid point of prediction interval,1.3
Nonalcoholic beverages,3,2020,2020,Upper bound of prediction interval,3.7
Nonalcoholic beverages,4,2020,2020,Lower bound of prediction interval,0
Nonalcoholic beverages,4,2020,2020,Mid point of prediction interval,2
Nonalcoholic beverages,4,2020,2020,Upper bound of prediction interval,4
Nonalcoholic beverages,5,2020,2020,Lower bound of prediction interval,2.3
Nonalcoholic beverages,5,2020,2020,Mid point of prediction interval,4
Nonalcoholic beverages,5,2020,2020,Upper bound of prediction interval,5.9
Nonalcoholic beverages,6,2020,2020,Lower bound of prediction interval,2.2
Nonalcoholic beverages,6,2020,2020,Mid point of prediction interval,3.7
Nonalcoholic beverages,6,2020,2020,Upper bound of prediction interval,5.2
Nonalcoholic beverages,7,2020,2020,Lower bound of prediction interval,2.8
Nonalcoholic beverages,7,2020,2020,Mid point of prediction interval,4
Nonalcoholic beverages,7,2020,2020,Upper bound of prediction interval,5.2
Nonalcoholic beverages,8,2020,2020,Lower bound of prediction interval,2.8
Nonalcoholic beverages,8,2020,2020,Mid point of prediction interval,3.7
Nonalcoholic beverages,8,2020,2020,Upper bound of prediction interval,4.7
Nonalcoholic beverages,9,2020,2020,Lower bound of prediction interval,3.1
Nonalcoholic beverages,9,2020,2020,Mid point of prediction interval,3.8
Nonalcoholic beverages,9,2020,2020,Upper bound of prediction interval,4.5
Nonalcoholic beverages,10,2020,2020,Lower bound of prediction interval,3.2
Nonalcoholic beverages,10,2020,2020,Mid point of prediction interval,3.7
Nonalcoholic beverages,10,2020,2020,Upper bound of prediction interval,4.2
Nonalcoholic beverages,11,2020,2020,Lower bound of prediction interval,3.4
Nonalcoholic beverages,11,2020,2020,Mid point of prediction interval,3.7
Nonalcoholic beverages,11,2020,2020,Upper bound of prediction interval,4.1
Nonalcoholic beverages,12,2020,2020,Lower bound of prediction interval,3.3
Nonalcoholic beverages,12,2020,2020,Mid point of prediction interval,3.5
Nonalcoholic beverages,12,2020,2020,Upper bound of prediction interval,3.7
Other foods,7,2019,2020,Lower bound of prediction interval,-1.4
Other foods,7,2019,2020,Mid point of prediction interval,1.4
Other foods,7,2019,2020,Upper bound of prediction interval,4.4
Other foods,8,2019,2020,Lower bound of prediction interval,-2
Other foods,8,2019,2020,Mid point of prediction interval,0.6
Other foods,8,2019,2020,Upper bound of prediction interval,3.5
Other foods,9,2019,2020,Lower bound of prediction interval,-2.7
Other foods,9,2019,2020,Mid point of prediction interval,0.4
Other foods,9,2019,2020,Upper bound of prediction interval,3.6
Other foods,10,2019,2020,Lower bound of prediction interval,-2.4
Other foods,10,2019,2020,Mid point of prediction interval,0.4
Other foods,10,2019,2020,Upper bound of prediction interval,3.3
Other foods,11,2019,2020,Lower bound of prediction interval,-2.5
Other foods,11,2019,2020,Mid point of prediction interval,0.1
Other foods,11,2019,2020,Upper bound of prediction interval,2.9
Other foods,12,2019,2020,Lower bound of prediction interval,-2.2
Other foods,12,2019,2020,Mid point of prediction interval,0.2
Other foods,12,2019,2020,Upper bound of prediction interval,2.6
Other foods,1,2020,2020,Lower bound of prediction interval,-2.2
Other foods,1,2020,2020,Mid point of prediction interval,-0.1
Other foods,1,2020,2020,Upper bound of prediction interval,2.2
Other foods,2,2020,2020,Lower bound of prediction interval,-2.8
Other foods,2,2020,2020,Mid point of prediction interval,-0.9
Other foods,2,2020,2020,Upper bound of prediction interval,1.1
Other foods,3,2020,2020,Lower bound of prediction interval,-0.6
Other foods,3,2020,2020,Mid point of prediction interval,1.1
Other foods,3,2020,2020,Upper bound of prediction interval,2.8
Other foods,4,2020,2020,Lower bound of prediction interval,0.2
Other foods,4,2020,2020,Mid point of prediction interval,1.6
Other foods,4,2020,2020,Upper bound of prediction interval,3.1
Other foods,5,2020,2020,Lower bound of prediction interval,2.9
Other foods,5,2020,2020,Mid point of prediction interval,4.4
Other foods,5,2020,2020,Upper bound of prediction interval,6
Other foods,6,2020,2020,Lower bound of prediction interval,2.6
Other foods,6,2020,2020,Mid point of prediction interval,3.8
Other foods,6,2020,2020,Upper bound of prediction interval,5
Other foods,7,2020,2020,Lower bound of prediction interval,2.5
Other foods,7,2020,2020,Mid point of prediction interval,3.5
Other foods,7,2020,2020,Upper bound of prediction interval,4.5
Other foods,8,2020,2020,Lower bound of prediction interval,2.8
Other foods,8,2020,2020,Mid point of prediction interval,3.6
Other foods,8,2020,2020,Upper bound of prediction interval,4.3
Other foods,9,2020,2020,Lower bound of prediction interval,3.1
Other foods,9,2020,2020,Mid point of prediction interval,3.6
Other foods,9,2020,2020,Upper bound of prediction interval,4.2
Other foods,10,2020,2020,Lower bound of prediction interval,2.8
Other foods,10,2020,2020,Mid point of prediction interval,3.2
Other foods,10,2020,2020,Upper bound of prediction interval,3.5
Other foods,11,2020,2020,Lower bound of prediction interval,2.9
Other foods,11,2020,2020,Mid point of prediction interval,3.2
Other foods,11,2020,2020,Upper bound of prediction interval,3.4
Other foods,12,2020,2020,Lower bound of prediction interval,3
Other foods,12,2020,2020,Mid point of prediction interval,3.1
Other foods,12,2020,2020,Upper bound of prediction interval,3.2
All food,7,2020,2021,Lower bound of prediction interval,0.6
All food,7,2020,2021,Mid point of prediction interval,4.2
All food,7,2020,2021,Upper bound of prediction interval,7.8
All food,8,2020,2021,Lower bound of prediction interval,-0.4
All food,8,2020,2021,Mid point of prediction interval,2
All food,8,2020,2021,Upper bound of prediction interval,4.6
All food,9,2020,2021,Lower bound of prediction interval,-0.1
All food,9,2020,2021,Mid point of prediction interval,2.2
All food,9,2020,2021,Upper bound of prediction interval,4.5
All food,10,2020,2021,Lower bound of prediction interval,-0.1
All food,10,2020,2021,Mid point of prediction interval,2
All food,10,2020,2021,Upper bound of prediction interval,4.2
All food,11,2020,2021,Lower bound of prediction interval,0.5
All food,11,2020,2021,Mid point of prediction interval,2.5
All food,11,2020,2021,Upper bound of prediction interval,4.4
All food,12,2020,2021,Lower bound of prediction interval,-0.1
All food,12,2020,2021,Mid point of prediction interval,1.7
All food,12,2020,2021,Upper bound of prediction interval,3.6
All food,1,2021,2021,Lower bound of prediction interval,0.7
All food,1,2021,2021,Mid point of prediction interval,2.3
All food,1,2021,2021,Upper bound of prediction interval,3.8
All food,2,2021,2021,Lower bound of prediction interval,1
All food,2,2021,2021,Mid point of prediction interval,2.4
All food,2,2021,2021,Upper bound of prediction interval,3.8
All food,3,2021,2021,Lower bound of prediction interval,1.1
All food,3,2021,2021,Mid point of prediction interval,2.3
All food,3,2021,2021,Upper bound of prediction interval,3.5
All food,4,2021,2021,Lower bound of prediction interval,1.3
All food,4,2021,2021,Mid point of prediction interval,2.3
All food,4,2021,2021,Upper bound of prediction interval,3.4
All food,5,2021,2021,Lower bound of prediction interval,1.8
All food,5,2021,2021,Mid point of prediction interval,2.7
All food,5,2021,2021,Upper bound of prediction interval,3.6
All food,6,2021,2021,Lower bound of prediction interval,2.1
All food,6,2021,2021,Mid point of prediction interval,2.8
All food,6,2021,2021,Upper bound of prediction interval,3.5
All food,7,2021,2021,Lower bound of prediction interval,2.6
All food,7,2021,2021,Mid point of prediction interval,3.2
All food,7,2021,2021,Upper bound of prediction interval,3.8
All food,8,2021,2021,Lower bound of prediction interval,3
All food,8,2021,2021,Mid point of prediction interval,3.5
All food,8,2021,2021,Upper bound of prediction interval,4
All food,9,2021,2021,Lower bound of prediction interval,3.1
All food,9,2021,2021,Mid point of prediction interval,3.5
All food,9,2021,2021,Upper bound of prediction interval,3.8
All food,10,2021,2021,Lower bound of prediction interval,3.5
All food,10,2021,2021,Mid point of prediction interval,3.8
All food,10,2021,2021,Upper bound of prediction interval,4
All food,11,2021,2021,Lower bound of prediction interval,3.8
All food,11,2021,2021,Mid point of prediction interval,4
All food,11,2021,2021,Upper bound of prediction interval,4.1
All food,12,2021,2021,Lower bound of prediction interval,3.8
All food,12,2021,2021,Mid point of prediction interval,3.9
All food,12,2021,2021,Upper bound of prediction interval,4
Food away from home,7,2020,2021,Lower bound of prediction interval,0.8
Food away from home,7,2020,2021,Mid point of prediction interval,2.4
Food away from home,7,2020,2021,Upper bound of prediction interval,4
Food away from home,8,2020,2021,Lower bound of prediction interval,1.5
Food away from home,8,2020,2021,Mid point of prediction interval,3
Food away from home,8,2020,2021,Upper bound of prediction interval,4.6
Food away from home,9,2020,2021,Lower bound of prediction interval,1.6
Food away from home,9,2020,2021,Mid point of prediction interval,3.1
Food away from home,9,2020,2021,Upper bound of prediction interval,4.5
Food away from home,10,2020,2021,Lower bound of prediction interval,2.4
Food away from home,10,2020,2021,Mid point of prediction interval,3.8
Food away from home,10,2020,2021,Upper bound of prediction interval,5.2
Food away from home,11,2020,2021,Lower bound of prediction interval,2.3
Food away from home,11,2020,2021,Mid point of prediction interval,3.5
Food away from home,11,2020,2021,Upper bound of prediction interval,4.6
Food away from home,12,2020,2021,Lower bound of prediction interval,2.1
Food away from home,12,2020,2021,Mid point of prediction interval,3
Food away from home,12,2020,2021,Upper bound of prediction interval,4
Food away from home,1,2021,2021,Lower bound of prediction interval,2.7
Food away from home,1,2021,2021,Mid point of prediction interval,3.6
Food away from home,1,2021,2021,Upper bound of prediction interval,4.6
Food away from home,2,2021,2021,Lower bound of prediction interval,2.9
Food away from home,2,2021,2021,Mid point of prediction interval,3.8
Food away from home,2,2021,2021,Upper bound of prediction interval,4.6
Food away from home,3,2021,2021,Lower bound of prediction interval,2.5
Food away from home,3,2021,2021,Mid point of prediction interval,3.2
Food away from home,3,2021,2021,Upper bound of prediction interval,3.9
Food away from home,4,2021,2021,Lower bound of prediction interval,2.7
Food away from home,4,2021,2021,Mid point of prediction interval,3.3
Food away from home,4,2021,2021,Upper bound of prediction interval,3.8
Food away from home,5,2021,2021,Lower bound of prediction interval,2.7
Food away from home,5,2021,2021,Mid point of prediction interval,3.2
Food away from home,5,2021,2021,Upper bound of prediction interval,3.7
Food away from home,6,2021,2021,Lower bound of prediction interval,3.2
Food away from home,6,2021,2021,Mid point of prediction interval,3.6
Food away from home,6,2021,2021,Upper bound of prediction interval,4
Food away from home,7,2021,2021,Lower bound of prediction interval,3.6
Food away from home,7,2021,2021,Mid point of prediction interval,4
Food away from home,7,2021,2021,Upper bound of prediction interval,4.3
Food away from home,8,2021,2021,Lower bound of prediction interval,4.1
Food away from home,8,2021,2021,Mid point of prediction interval,4.5
Food away from home,8,2021,2021,Upper bound of prediction interval,4.8
Food away from home,9,2021,2021,Lower bound of prediction interval,4.1
Food away from home,9,2021,2021,Mid point of prediction interval,4.3
Food away from home,9,2021,2021,Upper bound of prediction interval,4.6
Food away from home,10,2021,2021,Lower bound of prediction interval,4.3
Food away from home,10,2021,2021,Mid point of prediction interval,4.4
Food away from home,10,2021,2021,Upper bound of prediction interval,4.6
Food away from home,11,2021,2021,Lower bound of prediction interval,4.4
Food away from home,11,2021,2021,Mid point of prediction interval,4.6
Food away from home,11,2021,2021,Upper bound of prediction interval,4.7
Food away from home,12,2021,2021,Lower bound of prediction interval,4.5
Food away from home,12,2021,2021,Mid point of prediction interval,4.5
Food away from home,12,2021,2021,Upper bound of prediction interval,4.6
Food at home,7,2020,2021,Lower bound of prediction interval,-1.7
Food at home,7,2020,2021,Mid point of prediction interval,4.5
Food at home,7,2020,2021,Upper bound of prediction interval,11.3
Food at home,8,2020,2021,Lower bound of prediction interval,-2.1
Food at home,8,2020,2021,Mid point of prediction interval,1.6
Food at home,8,2020,2021,Upper bound of prediction interval,5.4
Food at home,9,2020,2021,Lower bound of prediction interval,-1.6
Food at home,9,2020,2021,Mid point of prediction interval,1.9
Food at home,9,2020,2021,Upper bound of prediction interval,5.4
Food at home,10,2020,2021,Lower bound of prediction interval,-2.1
Food at home,10,2020,2021,Mid point of prediction interval,1.2
Food at home,10,2020,2021,Upper bound of prediction interval,4.6
Food at home,11,2020,2021,Lower bound of prediction interval,-1.3
Food at home,11,2020,2021,Mid point of prediction interval,1.7
Food at home,11,2020,2021,Upper bound of prediction interval,4.8
Food at home,12,2020,2021,Lower bound of prediction interval,-4.2
Food at home,12,2020,2021,Mid point of prediction interval,-0.8
Food at home,12,2020,2021,Upper bound of prediction interval,2.8
Food at home,1,2021,2021,Lower bound of prediction interval,-2.4
Food at home,1,2021,2021,Mid point of prediction interval,0.5
Food at home,1,2021,2021,Upper bound of prediction interval,3.5
Food at home,2,2021,2021,Lower bound of prediction interval,-1.5
Food at home,2,2021,2021,Mid point of prediction interval,1
Food at home,2,2021,2021,Upper bound of prediction interval,3.6
Food at home,3,2021,2021,Lower bound of prediction interval,-1
Food at home,3,2021,2021,Mid point of prediction interval,1.2
Food at home,3,2021,2021,Upper bound of prediction interval,3.5
Food at home,4,2021,2021,Lower bound of prediction interval,-0.5
Food at home,4,2021,2021,Mid point of prediction interval,1.3
Food at home,4,2021,2021,Upper bound of prediction interval,3.3
Food at home,5,2021,2021,Lower bound of prediction interval,0.4
Food at home,5,2021,2021,Mid point of prediction interval,2
Food at home,5,2021,2021,Upper bound of prediction interval,3.6
Food at home,6,2021,2021,Lower bound of prediction interval,0.8
Food at home,6,2021,2021,Mid point of prediction interval,2
Food at home,6,2021,2021,Upper bound of prediction interval,3.4
Food at home,7,2021,2021,Lower bound of prediction interval,1.5
Food at home,7,2021,2021,Mid point of prediction interval,2.6
